abortivum	ABORTED
alternative	ALTERNATIVE
alternativum	ALTERNATIVE
ambigua	AMBIGUOUS
ambiguous	AMBIGUOUS
anticipatione	
available	VALIDLY_PUBLISHED
comb ined	
comb inval	
comb nov	NEWCOMBINATION
comb nov heterotypic syn	
comb nov homotypic syn	NEWCOMBINATION
comb nov illegitimate name	ILLEGITIMATE
comb nov rejected name, homotypic syn	
comb superfl	SUPERFLUOUS
combinatio	NEWCOMBINATION
confused	CONFUSED
confusum	CONFUSED
conservandum	CONSERVED
conservandumprop	
conserved	CONSERVED
conserved proposed	CONSERVED_PROPOSED
correctum	CORRECTED
correctum invalidum	
correctum novum	
correctum oppressa	
denied	DENIED
doubtful	DOUBTFUL
dubimum	DOUBTFUL
dubimum correctum	
dubimum correctum novum	
dubimum invalidum	
dubimum negatum	DENIED
dubimum novum	
dubium	DOUBTFUL
forgotten	FORGOTTEN
gen nov	NEWGENUS
gen nov heterotypic synonym	
gen nov homotypic synonym	
gen nov nom illeg	
gen nov nom illeg heterotypic synonym	
gen nov nom illeg homotypic synonym	
gen nov nom rej	
gen nov nom rev	
gen nov vp	NEWGENUS
gen nov vp, heterotypic synonym	
gen nov vp, nom illeg	
homonym	ILLEGITIMATE
homonym junior synonym	ILLEGITIMATE
homonym synonym	ILLEGITIMATE
illegitimate	ILLEGITIMATE
illegitimum	ILLEGITIMATE
invalid	INVALID
invalidum	INVALID
invalidum negatum	DENIED
invalidum novum	REPLACEMENT
invalidum superfluum	SUPERFLUOUS
junior homonym	ILLEGITIMATE
justified emendation	
later homonym	ILLEGITIMATE
later usage	ILLEGITIMATE
legitimate	LEGITIMATE
misapplied	
misspelling	
misspelling / subsequent emendation	
negatum	DENIED
new combination	NEWCOMBINATION
nom conf	
nom cons	CONSERVED
nom cons des	CONSERVED
nom cons nom illeg	CONSERVED
nom cons nom nov	CONSERVED
nom cons nom rej see art	CONSERVED
nom cons orth cons	CONSERVED
nom cons prop	CONSERVED
nom cons typ cons see art	CONSERVED
nom cons, see art	CONSERVED
nom et orth c	CONSERVED
nom illeg	ILLEGITIMATE
nom illeg	ILLEGITIMATE
nom illeg later homonym	ILLEGITIMATE
nom illeg nom inv	
nom illeg nom nud	ILLEGITIMATE,NUDUM
nom illeg nom superfl	ILLEGITIMATE,SUPERFLUOUS
nom illegit	
nom illegit art	ILLEGITIMATE
nom illegit art art does not apply	ILLEGITIMATE
nom illegit art nom rejic see art	ILLEGITIMATE
nom illegit arts	ILLEGITIMATE
nom illegit nom inval	INVALID
nom illegit nom nov	REPLACEMENT
nom illegit nom nov nom superfl	SUPERFLUOUS
nom ilval art	
nom ined	
nom ined nom inv	
nom inv	INVALID
nom inval	INVALID
nom inval art	INVALID
nom inval art nom illegit art	INVALID
nom inval art nom rejic art	INVALID
nom inval arts	INVALID
nom inval later homonym	
nom inval nom rej	REJECTED
nom inval nom subnud	SUBNUDUM
nom inval nom superfl	SUPERFLUOUS
nom nov illegitimate name	
nom nov nom superfl	SUPERFLUOUS
nom nov stat nov	
nom nud	NUDUM
nom nud invalid	NUDUM
nom nud nom illeg	NUDUM
nom nud nom illeg nom inv	NUDUM
nom nud nom inv	NUDUM
nom nud nom inval	NUDUM
nom nud nom inval nom illeg	NUDUM
nom nud unavailable invalid	NUDUM
nom rej	REJECTED
nom rej prop	REJECTED_PROPOSED
nom rejic	REJECTED
nom rejic art	REJECTED
nom rejic prop	REJECTED_PROPOSED
nom rev	
nom rev comb nov	
nom rev comb nov heterotypic syn	
nom subnud	
nom superfl	SUPERFLUOUS
nom utique rejic	
nomen abortivum	ABORTED
nomen illegitimum	
nomen novum	
nomen nudum	NUDUM
novum	REPLACEMENT
nudum	NUDUM
nudum invalidum	NUDUM
nudum invalidum novum	NUDUM
nudum negatum	
nudum oppressa	
nullum	
oblitum	
oppressa	SUPPRESSED
oppressa invalidum	
oppressa negatum	
oppressa oblitum	
opus utique oppressa	SUPPRESSED
original combination	VALIDLY_PUBLISHED
original incorrect spelling	
original misspelling	
original name/combination	
orth cons	
orthographia	ORTHOGRAPHIC_VARIANT
orthographic variant	ORTHOGRAPHIC_VARIANT
orthographically incorrect name	ORTHOGRAPHIC_VARIANT
primary homonym	
pro parte	
protected	PROTECTED
protectum	
provisional	PROVISIONAL
provisorium	PROVISIONAL
rejected	REJECTED
rejected name non binomial work	
rejected proposed	REJECTED_PROPOSED
rejiciandum	
rejiciendum	REJECTED
rejiciendumprop	
rejiciendumutique	
rejiciendumutiqueprop	
replacement name	
ruhberg et al	
secondary homonym	
sp nov	NEW_SPECIES
sp nov heterotypic syn	NEW_SPECIES
sp nov homotypic syn	NEW_SPECIES
sp nov illegitimate name	NEW_SPECIES
sp nov illegitimate name, heterotypic syn	NEW_SPECIES
sp nov illegitimate name, homotypic syn	NEW_SPECIES
sp nov nom rev	NEW_SPECIES
sp nov nom rev heterotypic syn	NEW_SPECIES
sp nov nom rev homotypic syn	NEW_SPECIES
sp nov rejected name	NEW_SPECIES
sp nov rejected name, heterotypic syn	NEW_SPECIES
sp nov rejected name, homotypic syn	NEW_SPECIES
sp nov, heterotypic syn	NEW_SPECIES
species	
species, heterotypic syn	
species, homotypic syn	
species, rejected name	
species, rejected name, heterotypic syn	
species, rejected name, homotypic syn	
subnudum	SUBNUDUM
subsequent name/combination	
subsequent use of valid name	
subsp nov	
subsp nov heterotypic syn	
subsp nov homotypic syn	
subsp nov nom rev	
subsp nov nom rev illegitimate name	
subspecies	
subspecies, heterotypic syn	
subspecies, homotypic syn	
superf	SUPERFLUOUS
superf nom illeg	SUPERFLUOUS
superf nom inval	SUPERFLUOUS
superfluous	SUPERFLUOUS
superfluum	SUPERFLUOUS
superfluum novum	SUPERFLUOUS
type cons	
type designation	
unavailable	INVALID
unavailable except for homonymy	INVALID
unavailable except homonymy	INVALID
unavailable homonym	INVALID
unavailable, incorrect original spelling	INVALID
unavailable, literature misspelling	INVALID
unavailable, manuscript name	INVALID
unavailable, nomen nudum	INVALID
unavailable, other	INVALID
unjustified emendation	
unnecessary replacement name	
utique rejected	REJECTEDOUTRIGHT
utique rejected proposed	REJECTED_OUTRIGHT_PROPOSED
valid	VALIDLY_PUBLISHED
VARIANTE_ORTOGRAFICA	ORTHOGRAPHIC_VARIANT
